"6.x","14.3.x","8.2, 8.3, 8.4, 8.5","yes","web-vision/deepltranslate-glossary","deepltranslate_glossary"
"6.x","13.4.x","8.2, 8.3, 8.4, 8.5","yes","web-vision/deepltranslate-glossary","deepltranslate_glossary"
"5.x","13.4.x","8.2, 8.3, 8.4, 8.5","yes","web-vision/deepltranslate-glossary","deepltranslate_glossary"
"5.x","12.5.x","8.1, 8.2, 8.3, 8.4","yes","web-vision/deepltranslate-glossary","deepltranslate_glossary"



